project,sprint.name,issues,velocity,work_capacity,sprint.startDate,sprint.endDate,storypoints,sprint_length,focus_factor,fields.assignee.name,old_devs,old_devs_abs,new_devs_abs,turnover_abs,current_devs_abs,turnover,new_devs,sprint.nbr,TSI,TSI_inv,individual_velocity,sprint.key
mule,ESB Cascade 5,5,84.0,171.0,2013-11-21 14:14:47.160000+00:00,2013-12-05 14:14:47.160000+00:00,187.0,14.0,0.49122807017543857,['andres.gregoire' 'pabad' 'pablo.lagreca.ce' 'dirk'],['pablo.lagreca.ce' 'andres.gregoire'],2.0,2.0,0.0,4,0.0,0.6666666666666666,17.0,3.0,0.3333333333333333,21.0,mule_ESB Cascade 5
mule,Cascade Sprint 5,2,2.0,42.0,2013-11-26 18:51:18.352000+00:00,2013-12-09 18:51:18.352000+00:00,2.0,13.0,0.047619047619047616,['mariano.gonzalez'],['mariano.gonzalez'],1.0,0.0,0.0,1,0.0,0.0,18.0,1.0,1.0,2.0,mule_Cascade Sprint 5
mule,Dolomite - Sprint 1,4,16.0,16.0,2013-12-05 20:11:41.047000+00:00,2014-01-06 20:11:00+00:00,16.0,31.0,1.0,['mariano.gonzalez' 'andres.gregoire'],['mariano.gonzalez'],1.0,1.0,0.0,2,0.0,0.6666666666666666,19.0,2.0,0.5,8.0,mule_Dolomite - Sprint 1
mule,ESB Dolomite 1,6,49.0,100.0,2013-12-18 17:04:03.491000+00:00,2014-01-02 17:04:03.491000+00:00,181.0,15.0,0.49,['andres.gregoire' 'mariano.gonzalez' 'pablo.lagreca.ce' 'pabad'],['andres.gregoire' 'pabad' 'pablo.lagreca.ce' 'dirk'],4.0,1.0,1.0,4,0.25,0.25,20.0,3.0,0.3333333333333333,12.25,mule_ESB Dolomite 1
mule,ESB Dolomite 2,12,108.0,272.0,2014-01-02 17:52:04.361000+00:00,2014-01-14 17:52:04.361000+00:00,576.0,12.0,0.39705882352941174,"['mariano.gonzalez' 'pablo.kraan' 'dfeist' 'andres.gregoire' 'afelisatti'
 'pablo.lagreca.ce' 'pabad']",['andres.gregoire' 'mariano.gonzalez' 'pablo.lagreca.ce' 'pabad'],4.0,3.0,0.0,7,0.0,0.5454545454545454,21.0,4.0,0.25,15.428571428571429,mule_ESB Dolomite 2
mule,ESB Dolomite 3,15,312.0,1176.0,2014-01-15 18:46:01.433000+00:00,2014-01-29 18:46:01.433000+00:00,412.0,14.0,0.2653061224489796,"['mariano.gonzalez' 'andres.gregoire' 'alejandro.sequeira' 'marcosnc'
 'afelisatti' 'pabad' 'dfeist' 'pablo.lagreca.ce']","['mariano.gonzalez' 'pablo.kraan' 'dfeist' 'andres.gregoire' 'afelisatti'
 'pablo.lagreca.ce' 'pabad']",7.0,2.0,1.0,8,0.13333333333333333,0.26666666666666666,22.0,4.0,0.25,39.0,mule_ESB Dolomite 3
mule,ESB Dolomite 4,15,110.0,186.0,2014-01-29 17:36:32.807000+00:00,2014-02-12 17:36:32.807000+00:00,402.0,14.0,0.5913978494623656,"['pablo.lagreca.ce' 'pabad' 'marcosnc' 'mariano.gonzalez' 'afelisatti'
 'pablo.kraan']","['mariano.gonzalez' 'andres.gregoire' 'alejandro.sequeira' 'marcosnc'
 'afelisatti' 'pabad' 'dfeist' 'pablo.lagreca.ce']",8.0,1.0,3.0,6,0.42857142857142855,0.14285714285714285,23.0,5.0,0.2,18.333333333333332,mule_ESB Dolomite 4
mule,ESB Dolomite 5,41,128.0,132.0,2014-02-12 18:23:10.713000+00:00,2014-02-26 18:23:10.713000+00:00,821.0,14.0,0.9696969696969697,"[nan 'mariano.gonzalez' 'andres.gregoire' 'pablo.kraan' 'afelisatti'
 'pabad' 'pablo.lagreca.ce' 'marcosnc']","['pablo.lagreca.ce' 'pabad' 'marcosnc' 'mariano.gonzalez' 'afelisatti'
 'pablo.kraan']",6.0,2.0,0.0,8,0.0,0.2857142857142857,24.0,3.0,0.3333333333333333,16.0,mule_ESB Dolomite 5
mule,ESB Dolomite 6,29,149.0,225.0,2014-02-26 17:51:46.561000+00:00,2014-03-12 16:51:46.561000+00:00,543.0,13.0,0.6622222222222223,"['mariano.gonzalez' 'afelisatti' 'pablo.kraan' 'andres.gregoire'
 'alejandro.sequeira' 'pablo.lagreca.ce' 'pabad' 'marcosnc']","[nan 'mariano.gonzalez' 'andres.gregoire' 'pablo.kraan' 'afelisatti'
 'pabad' 'pablo.lagreca.ce' 'marcosnc']",8.0,1.0,1.0,8,0.125,0.125,25.0,3.0,0.3333333333333333,18.625,mule_ESB Dolomite 6
mule,Performance Sprint 4,1,5.0,233.0,2014-03-06 17:11:18.612000+00:00,2014-03-20 16:11:18.612000+00:00,5.0,13.0,0.02145922746781116,['dfeist'],['dfeist'],1.0,0.0,0.0,1,0.0,0.0,26.0,1.0,1.0,5.0,mule_Performance Sprint 4
mule,ESB Everest 1,21,201.0,213.0,2014-03-12 18:52:05.072000+00:00,2014-03-26 18:52:05.072000+00:00,599.0,14.0,0.9436619718309859,"['mariano.gonzalez' 'afelisatti' 'pabad' 'pablo.kraan'
 'alejandro.sequeira' 'marcosnc' 'pablo.lagreca.ce' 'andres.gregoire']","['mariano.gonzalez' 'afelisatti' 'pablo.kraan' 'andres.gregoire'
 'alejandro.sequeira' 'pablo.lagreca.ce' 'pabad' 'marcosnc']",8.0,0.0,0.0,8,0.0,0.0,27.0,1.0,1.0,25.125,mule_ESB Everest 1
mule,ESB Everest 2,14,49.0,69.0,2014-03-27 16:30:16.560000+00:00,2014-04-09 16:30:16.560000+00:00,274.0,13.0,0.7101449275362319,"['marcosnc' 'pablo.lagreca.ce' 'mariano.gonzalez' 'alejandro.sequeira'
 'pablo.kraan' 'ignacio.gleria' 'afelisatti' 'pabad']","['mariano.gonzalez' 'afelisatti' 'pabad' 'pablo.kraan'
 'alejandro.sequeira' 'marcosnc' 'pablo.lagreca.ce' 'andres.gregoire']",8.0,1.0,1.0,8,0.125,0.125,28.0,3.0,0.3333333333333333,6.125,mule_ESB Everest 2
mule,ESB Everest 3,20,109.0,109.0,2014-04-09 16:55:24.970000+00:00,2014-04-23 16:55:24.970000+00:00,129.0,14.0,1.0,"['pablo.kraan' 'pablo.lagreca.ce' 'marcosnc' 'mariano.gonzalez' 'pabad'
 'andres.gregoire']","['marcosnc' 'pablo.lagreca.ce' 'mariano.gonzalez' 'alejandro.sequeira'
 'pablo.kraan' 'ignacio.gleria' 'afelisatti' 'pabad']",8.0,1.0,3.0,6,0.42857142857142855,0.14285714285714285,29.0,5.0,0.2,18.166666666666668,mule_ESB Everest 3
mule,Performance Sprint 7,1,125.0,677.0,2014-04-21 17:53:58.042000+00:00,2014-05-07 17:53:58.042000+00:00,125.0,16.0,0.18463810930576072,['dfeist'],['dfeist'],1.0,0.0,0.0,1,0.0,0.0,30.0,1.0,1.0,125.0,mule_Performance Sprint 7
mule,ESB Everest 4,21,81.0,81.0,2014-04-23 20:36:05.772000+00:00,2014-05-12 20:36:00+00:00,688.0,18.0,1.0,"[nan 'afelisatti' 'mariano.gonzalez' 'marcosnc' 'pablo.lagreca.ce'
 'alejandro.sequeira' 'pablo.kraan']","['pablo.kraan' 'pablo.lagreca.ce' 'marcosnc' 'mariano.gonzalez' 'pabad'
 'andres.gregoire']",6.0,3.0,2.0,7,0.3076923076923077,0.46153846153846156,31.0,6.0,0.16666666666666666,11.571428571428571,mule_ESB Everest 4
mule,ESB Fitz Roy 1,11,149.0,157.0,2014-05-12 17:43:45.858000+00:00,2014-05-21 17:43:45.858000+00:00,469.0,9.0,0.9490445859872612,"['pablo.lagreca.ce' 'pablo.kraan' 'alejandro.sequeira' 'mariano.gonzalez'
 'andres.gregoire' 'marcosnc']","[nan 'afelisatti' 'mariano.gonzalez' 'marcosnc' 'pablo.lagreca.ce'
 'alejandro.sequeira' 'pablo.kraan']",7.0,1.0,2.0,6,0.3076923076923077,0.15384615384615385,32.0,4.0,0.25,24.833333333333332,mule_ESB Fitz Roy 1
mule,ESB Fitz Roy 2,14,270.0,302.0,2014-05-21 17:21:28.801000+00:00,2014-06-04 17:21:28.801000+00:00,790.0,14.0,0.8940397350993378,"[nan 'afelisatti' 'pablo.lagreca.ce' 'ignacio.gleria' 'mariano.gonzalez'
 'marcosnc' 'vromero' 'pablo.kraan' 'andres.gregoire']","['pablo.lagreca.ce' 'pablo.kraan' 'alejandro.sequeira' 'mariano.gonzalez'
 'andres.gregoire' 'marcosnc']",6.0,4.0,1.0,9,0.13333333333333333,0.5333333333333333,33.0,6.0,0.16666666666666666,30.0,mule_ESB Fitz Roy 2
mule,Performance Sprint 10,2,8.0,28.0,2014-06-02 17:05:14.656000+00:00,2014-06-16 17:05:14.656000+00:00,133.0,14.0,0.2857142857142857,['dfeist'],['afelisatti'],1.0,1.0,1.0,1,1.0,1.0,34.0,3.0,0.3333333333333333,8.0,mule_Performance Sprint 10
mule,ESB Fitz Roy 3,9,52.0,52.0,2014-06-04 16:17:30.212000+00:00,2014-06-18 16:17:30.212000+00:00,292.0,14.0,1.0,"['pablo.kraan' 'afelisatti' 'mariano.gonzalez' 'pablo.lagreca.ce'
 'andres.gregoire']","[nan 'afelisatti' 'pablo.lagreca.ce' 'ignacio.gleria' 'mariano.gonzalez'
 'marcosnc' 'vromero' 'pablo.kraan' 'andres.gregoire']",9.0,0.0,4.0,5,0.5714285714285714,0.0,35.0,5.0,0.2,10.4,mule_ESB Fitz Roy 3
mule,ESB Fitz Roy 4,4,26.0,29.0,2014-06-19 17:17:34.910000+00:00,2014-07-03 17:17:34.910000+00:00,234.0,14.0,0.896551724137931,['pabad' 'vromero' 'afelisatti'],"['pablo.kraan' 'afelisatti' 'mariano.gonzalez' 'pablo.lagreca.ce'
 'andres.gregoire']",5.0,2.0,4.0,3,1.0,0.5,36.0,7.0,0.14285714285714285,8.666666666666666,mule_ESB Fitz Roy 4
mule,ESB Fitz Roy 5,6,48.0,80.0,2014-07-03 17:37:05.770000+00:00,2014-07-17 17:37:05.770000+00:00,256.0,14.0,0.6,['pabad' 'pablo.kraan' 'mariano.gonzalez' 'pablo.lagreca.ce' 'afelisatti'],['pabad' 'vromero' 'afelisatti'],3.0,3.0,1.0,5,0.25,0.75,37.0,5.0,0.2,9.6,mule_ESB Fitz Roy 5
mule,ESB Fitz Roy 6,13,74.0,114.0,2014-07-17 17:17:33.029000+00:00,2014-07-31 17:17:33.029000+00:00,434.0,14.0,0.6491228070175439,"['vromero' 'alejandro.sequeira' 'marcosnc' 'andres.gregoire' 'pabad'
 'pablo.lagreca.ce' 'pablo.kraan']",['pabad' 'pablo.kraan' 'mariano.gonzalez' 'pablo.lagreca.ce' 'afelisatti'],5.0,4.0,2.0,7,0.3333333333333333,0.6666666666666666,38.0,7.0,0.14285714285714285,10.571428571428571,mule_ESB Fitz Roy 6
mule,ESB Gasherbrum 2,13,100.0,160.0,2014-08-14 16:18:27.036000+00:00,2014-08-28 16:18:27.036000+00:00,143.0,14.0,0.625,"['mariano.gonzalez' 'alejandro.sequeira' 'vromero' 'pabad' 'pablo.kraan'
 'luciano.gandini' 'dfeist' 'marcosnc']","['vromero' 'alejandro.sequeira' 'marcosnc' 'andres.gregoire' 'pabad'
 'pablo.lagreca.ce' 'pablo.kraan']",7.0,3.0,2.0,8,0.26666666666666666,0.4,39.0,6.0,0.16666666666666666,12.5,mule_ESB Gasherbrum 2
mule,ESB Gasherbrum 3,14,87.0,87.0,2014-08-29 17:23:23.852000+00:00,2014-09-11 17:23:00+00:00,223.0,12.0,1.0,"['marcos.nunezcortes' 'mariano.gonzalez' 'afelisatti' 'pablo.lagreca.ce'
 'luciano.gandini']","['mariano.gonzalez' 'alejandro.sequeira' 'vromero' 'pabad' 'pablo.kraan'
 'luciano.gandini' 'dfeist' 'marcosnc']",8.0,3.0,6.0,5,0.9230769230769231,0.46153846153846156,40.0,10.0,0.1,17.4,mule_ESB Gasherbrum 3
mule,ESB Gasherbrum 4,8,116.0,200.0,2014-09-11 17:14:48.518000+00:00,2014-09-25 17:14:00+00:00,436.0,13.0,0.58,"['mariano.gonzalez' 'andres.gregoire' 'marcos.nunezcortes'
 'pablo.lagreca.ce' 'pablo.kraan']","['marcos.nunezcortes' 'mariano.gonzalez' 'afelisatti' 'pablo.lagreca.ce'
 'luciano.gandini']",5.0,2.0,2.0,5,0.4,0.4,41.0,5.0,0.2,23.2,mule_ESB Gasherbrum 4
mule,ESB Himalaya 1,12,23.0,77.0,2014-09-30 17:20:00+00:00,2014-10-13 17:20:00+00:00,77.0,13.0,0.2987012987012987,['mariano.gonzalez' 'pablo.kraan' 'andres.gregoire'],"['mariano.gonzalez' 'andres.gregoire' 'marcos.nunezcortes'
 'pablo.lagreca.ce' 'pablo.kraan']",5.0,0.0,2.0,3,0.5,0.0,42.0,3.0,0.3333333333333333,7.666666666666667,mule_ESB Himalaya 1
mule,ESB Himalaya 2,10,58.0,58.0,2014-10-09 16:54:40.162000+00:00,2014-10-23 16:54:00+00:00,58.0,13.0,1.0,"['alejandro.sequeira' 'mariano.gonzalez' 'pablo.lagreca.ce' 'afelisatti'
 'andres.gregoire']",['mariano.gonzalez' 'pablo.kraan' 'andres.gregoire'],3.0,3.0,1.0,5,0.25,0.75,43.0,5.0,0.2,11.6,mule_ESB Himalaya 2
mule,ESB Himalaya 3,10,123.0,207.0,2014-10-23 17:05:31.884000+00:00,2014-11-06 18:05:00+00:00,151.0,14.0,0.5942028985507246,"['vromero' 'pablo.lagreca.ce' 'andres.gregoire' 'mariano.gonzalez'
 'pablo.kraan' 'afelisatti' nan]","['alejandro.sequeira' 'mariano.gonzalez' 'pablo.lagreca.ce' 'afelisatti'
 'andres.gregoire']",5.0,3.0,1.0,7,0.16666666666666666,0.5,44.0,5.0,0.2,17.571428571428573,mule_ESB Himalaya 3
mule,ESB Himalaya 4,23,112.0,124.0,2014-11-06 18:39:28.945000+00:00,2014-11-20 18:39:00+00:00,196.0,13.0,0.9032258064516129,"['andres.gregoire' 'mariano.gonzalez' 'pablo.lagreca.ce' 'rrinaudo'
 'marcosnc' 'alejandro.nosenzo' 'afelisatti' 'pablo.kraan' 'dfeist']","['vromero' 'pablo.lagreca.ce' 'andres.gregoire' 'mariano.gonzalez'
 'pablo.kraan' 'afelisatti' nan]",7.0,4.0,2.0,9,0.25,0.5,45.0,7.0,0.14285714285714285,12.444444444444445,mule_ESB Himalaya 4
mule,ESB Himalaya 5,35,206.0,274.0,2014-11-20 18:24:09.617000+00:00,2014-12-04 18:24:00+00:00,219.0,13.0,0.7518248175182481,"['mariano.gonzalez' 'andres.gregoire' 'alejandro.sequeira'
 'pablo.lagreca.ce' 'afelisatti' 'marcosnc' 'pablo.kraan']","['andres.gregoire' 'mariano.gonzalez' 'pablo.lagreca.ce' 'rrinaudo'
 'marcosnc' 'alejandro.nosenzo' 'afelisatti' 'pablo.kraan' 'dfeist']",9.0,1.0,3.0,7,0.375,0.125,46.0,5.0,0.2,29.428571428571427,mule_ESB Himalaya 5
mule,ESB Icefall 1,25,114.0,151.0,2014-12-04 18:35:13.367000+00:00,2014-12-18 18:35:00+00:00,246.0,13.0,0.7549668874172185,"['mariano.gonzalez' 'andres.gregoire' 'pablo.lagreca.ce' 'pablo.kraan'
 'afelisatti' 'alejandro.sequeira' 'marcosnc']","['mariano.gonzalez' 'andres.gregoire' 'alejandro.sequeira'
 'pablo.lagreca.ce' 'afelisatti' 'marcosnc' 'pablo.kraan']",7.0,0.0,0.0,7,0.0,0.0,47.0,1.0,1.0,16.285714285714285,mule_ESB Icefall 1
mule,ESB Icefall 2,26,208.0,372.0,2014-12-18 18:02:13.591000+00:00,2015-01-08 18:02:00+00:00,244.0,20.0,0.5591397849462365,"['mariano.gonzalez' 'alejandro.sequeira' 'andres.gregoire' 'vromero'
 'marcosnc' 'dfeist' 'pablo.lagreca.ce' 'pablo.kraan' 'afelisatti']","['mariano.gonzalez' 'andres.gregoire' 'pablo.lagreca.ce' 'pablo.kraan'
 'afelisatti' 'alejandro.sequeira' 'marcosnc']",7.0,2.0,0.0,9,0.0,0.25,48.0,3.0,0.3333333333333333,23.11111111111111,mule_ESB Icefall 2
mule,ESB Icefall 3,11,44.0,68.0,2015-01-09 20:00:22.595000+00:00,2015-01-22 20:00:00+00:00,68.0,12.0,0.6470588235294118,"['pablo.kraan' 'alejandro.sequeira' 'mariano.gonzalez' 'afelisatti'
 'pablo.lagreca.ce' 'alejandro.nosenzo' 'vromero']","['mariano.gonzalez' 'alejandro.sequeira' 'andres.gregoire' 'vromero'
 'marcosnc' 'dfeist' 'pablo.lagreca.ce' 'pablo.kraan' 'afelisatti']",9.0,1.0,3.0,7,0.375,0.125,49.0,5.0,0.2,6.285714285714286,mule_ESB Icefall 3
mule,ESB Icefall 4,22,158.0,239.0,2015-01-22 18:52:49.506000+00:00,2015-02-05 18:52:00+00:00,186.0,13.0,0.6610878661087866,"['andres.gregoire' 'pablo.lagreca.ce' nan 'mariano.gonzalez' 'pablo.kraan'
 'dfeist' 'aiannucci' 'afelisatti' 'vromero']","['pablo.kraan' 'alejandro.sequeira' 'mariano.gonzalez' 'afelisatti'
 'pablo.lagreca.ce' 'alejandro.nosenzo' 'vromero']",7.0,4.0,2.0,9,0.25,0.5,50.0,7.0,0.14285714285714285,17.555555555555557,mule_ESB Icefall 4
mule,ESB Icefall 5,8,149.0,285.0,2015-02-05 20:26:36.871000+00:00,2015-02-19 20:26:00+00:00,241.0,13.0,0.5228070175438596,['andres.gregoire' 'marcosnc' 'dfeist' 'afelisatti'],"['andres.gregoire' 'pablo.lagreca.ce' nan 'mariano.gonzalez' 'pablo.kraan'
 'dfeist' 'aiannucci' 'afelisatti' 'vromero']",9.0,1.0,6.0,4,0.9230769230769231,0.15384615384615385,51.0,8.0,0.125,37.25,mule_ESB Icefall 5
mule,ESB Icefall 6,13,81.0,133.0,2015-02-19 18:32:53.695000+00:00,2015-03-05 18:32:00+00:00,257.0,13.0,0.6090225563909775,"['pablo.lagreca.ce' 'andres.gregoire' 'afelisatti' 'pablo.kraan'
 'alejandro.nosenzo' 'mariano.gonzalez' 'alejandro.sequeira' 'marcosnc']",['andres.gregoire' 'marcosnc' 'dfeist' 'afelisatti'],4.0,5.0,1.0,8,0.16666666666666666,0.8333333333333334,52.0,7.0,0.14285714285714285,10.125,mule_ESB Icefall 6
mule,ESB Joy 1,12,38.0,38.0,2015-03-05 18:25:47.308000+00:00,2015-03-19 17:25:00+00:00,98.0,13.0,1.0,['marcosnc' 'andres.gregoire' 'pablo.kraan' 'mariano.gonzalez'],"['pablo.lagreca.ce' 'andres.gregoire' 'afelisatti' 'pablo.kraan'
 'alejandro.nosenzo' 'mariano.gonzalez' 'alejandro.sequeira' 'marcosnc']",8.0,0.0,4.0,4,0.6666666666666666,0.0,53.0,5.0,0.2,9.5,mule_ESB Joy 1
mule,ESB Joy 2,19,93.0,107.0,2015-03-20 18:59:51.264000+00:00,2015-04-09 18:59:00+00:00,93.0,19.0,0.8691588785046729,"['pablo.kraan' 'mariano.gonzalez' 'andres.gregoire' 'marcosnc'
 'afelisatti']",['marcosnc' 'andres.gregoire' 'pablo.kraan' 'mariano.gonzalez'],4.0,1.0,0.0,5,0.0,0.2222222222222222,54.0,2.0,0.5,18.6,mule_ESB Joy 2
mule,ESB Joy 3,23,101.0,136.0,2015-04-09 15:59:36.335000+00:00,2015-04-23 15:59:00+00:00,133.0,13.0,0.7426470588235294,"['pablo.lagreca.ce' 'pablo.kraan' 'mariano.gonzalez' 'andres.gregoire'
 'afelisatti' 'alejandro.sequeira' 'vromero']","['pablo.kraan' 'mariano.gonzalez' 'andres.gregoire' 'marcosnc'
 'afelisatti']",5.0,3.0,1.0,7,0.16666666666666666,0.5,55.0,5.0,0.2,14.428571428571429,mule_ESB Joy 3
mule,ESB Joy 4,22,103.0,191.0,2015-04-23 18:27:13.198000+00:00,2015-05-07 18:27:00+00:00,158.0,13.0,0.5392670157068062,"['marcosnc' 'andres.gregoire' 'mariano.gonzalez' 'pablo.kraan'
 'pablo.lagreca.ce' 'alejandro.sequeira' 'afelisatti' 'vromero']","['pablo.lagreca.ce' 'pablo.kraan' 'mariano.gonzalez' 'andres.gregoire'
 'afelisatti' 'alejandro.sequeira' 'vromero']",7.0,1.0,0.0,8,0.0,0.13333333333333333,56.0,2.0,0.5,12.875,mule_ESB Joy 4
mule,ESB K2 1,19,71.0,71.0,2015-05-07 17:32:44.848000+00:00,2015-05-21 17:32:00+00:00,99.0,13.0,1.0,"['pablo.kraan' 'mariano.gonzalez' 'andres.gregoire' 'afelisatti'
 'marcosnc' 'pablo.lagreca.ce']","['marcosnc' 'andres.gregoire' 'mariano.gonzalez' 'pablo.kraan'
 'pablo.lagreca.ce' 'alejandro.sequeira' 'afelisatti' 'vromero']",8.0,0.0,2.0,6,0.2857142857142857,0.0,57.0,3.0,0.3333333333333333,11.833333333333334,mule_ESB K2 1
mule,ESB K2 2,31,161.0,269.0,2015-05-21 17:12:23.950000+00:00,2015-06-04 17:12:00+00:00,198.0,13.0,0.5985130111524164,"['dfeist' 'pablo.kraan' 'marcosnc' 'afelisatti' 'mariano.gonzalez'
 'andres.gregoire' 'pablo.lagreca.ce' 'vromero']","['pablo.kraan' 'mariano.gonzalez' 'andres.gregoire' 'afelisatti'
 'marcosnc' 'pablo.lagreca.ce']",6.0,2.0,0.0,8,0.0,0.2857142857142857,58.0,3.0,0.3333333333333333,20.125,mule_ESB K2 2
mule,ESB K2 3,17,51.0,63.0,2015-06-04 16:29:52.897000+00:00,2015-06-18 16:29:00+00:00,159.0,13.0,0.8095238095238095,"['mariano.gonzalez' 'marcosnc' 'andres.gregoire' 'afelisatti' 'dfeist'
 'pablo.lagreca.ce']","['dfeist' 'pablo.kraan' 'marcosnc' 'afelisatti' 'mariano.gonzalez'
 'andres.gregoire' 'pablo.lagreca.ce' 'vromero']",8.0,0.0,2.0,6,0.2857142857142857,0.0,59.0,3.0,0.3333333333333333,8.5,mule_ESB K2 3
mule,ESB K2 4,8,51.0,83.0,2015-06-18 17:18:40.653000+00:00,2015-07-02 17:18:00+00:00,56.0,13.0,0.6144578313253012,['pablo.kraan' nan 'mariano.gonzalez' 'alejandro.iannucci' 'afelisatti'],"['mariano.gonzalez' 'marcosnc' 'andres.gregoire' 'afelisatti' 'dfeist'
 'pablo.lagreca.ce']",6.0,3.0,4.0,5,0.7272727272727273,0.5454545454545454,60.0,8.0,0.125,10.2,mule_ESB K2 4
mule,ESB Lhotse 1,5,38.0,58.0,2015-07-02 17:02:01.403000+00:00,2015-07-16 17:02:00+00:00,70.0,13.0,0.6551724137931034,['afelisatti' 'mariano.gonzalez' 'alejandro.iannucci'],['pablo.kraan' nan 'mariano.gonzalez' 'alejandro.iannucci' 'afelisatti'],5.0,0.0,2.0,3,0.5,0.0,61.0,3.0,0.3333333333333333,12.666666666666666,mule_ESB Lhotse 1
mule,ESB Lhotse 2,5,22.0,30.0,2015-07-16 16:41:49.636000+00:00,2015-07-30 16:41:00+00:00,42.0,13.0,0.7333333333333333,"['marcosnc' 'pablo.kraan' 'andres.gregoire' 'mariano.gonzalez'
 'afelisatti']",['afelisatti' 'mariano.gonzalez' 'alejandro.iannucci'],3.0,3.0,1.0,5,0.25,0.75,62.0,5.0,0.2,4.4,mule_ESB Lhotse 2
mule,ESB Lhotse 3,6,23.0,23.0,2015-08-04 17:04:54.508000+00:00,2015-08-20 17:04:00+00:00,31.0,15.0,1.0,['mariano.gonzalez' 'andres.gregoire' 'afelisatti'],"['marcosnc' 'pablo.kraan' 'andres.gregoire' 'mariano.gonzalez'
 'afelisatti']",5.0,0.0,2.0,3,0.5,0.0,63.0,3.0,0.3333333333333333,7.666666666666667,mule_ESB Lhotse 3
mule,ESB Lhotse 4,10,37.0,37.0,2015-08-25 15:54:24.300000+00:00,2015-09-10 15:54:00+00:00,42.0,15.0,1.0,['andres.gregoire' 'mariano.gonzalez' 'afelisatti' 'rodrigo.merino'],['mariano.gonzalez' 'andres.gregoire' 'afelisatti'],3.0,1.0,0.0,4,0.0,0.2857142857142857,64.0,2.0,0.5,9.25,mule_ESB Lhotse 4
mule,ESB Lhotse 5,4,5.0,5.0,2015-09-07 17:43:09.349000+00:00,2015-09-22 17:43:00+00:00,74.0,14.0,1.0,['alejandro.sequeira' 'afelisatti' nan],['andres.gregoire' 'mariano.gonzalez' 'afelisatti' 'rodrigo.merino'],4.0,2.0,3.0,3,0.8571428571428571,0.5714285714285714,65.0,6.0,0.16666666666666666,1.6666666666666667,mule_ESB Lhotse 5
mule,ESB Xeptember,3,32.0,63.0,2015-10-19 19:50:33.528000+00:00,2015-11-03 20:50:00+00:00,40.0,15.0,0.5079365079365079,['rodrigo.merino' 'mariano.gonzalez'],['pablo.lagreca.ce' 'pablo.kraan'],2.0,2.0,2.0,2,1.0,1.0,66.0,5.0,0.2,16.0,mule_ESB Xeptember
mule,ESB Lhotse 6,7,67.0,67.0,2015-10-20 18:48:07.976000+00:00,2015-11-05 19:48:00+00:00,112.0,16.0,1.0,['alejandro.sequeira' 'rodrigo.merino' 'afelisatti'],['alejandro.sequeira' 'afelisatti' nan],3.0,1.0,1.0,3,0.3333333333333333,0.3333333333333333,67.0,3.0,0.3333333333333333,22.333333333333332,mule_ESB Lhotse 6
mule,ESB Lhotse 7,4,16.0,16.0,2015-11-05 16:48:06.531000+00:00,2015-11-19 16:48:00+00:00,16.0,13.0,1.0,['afelisatti' 'alejandro.sequeira'],['alejandro.sequeira' 'rodrigo.merino' 'afelisatti'],3.0,0.0,1.0,2,0.4,0.0,68.0,2.0,0.5,8.0,mule_ESB Lhotse 7
mule,ESB Lhotse 8,6,17.0,25.0,2015-11-19 17:50:17.973000+00:00,2015-12-03 17:50:00+00:00,41.0,13.0,0.68,['rodrigo.merino' 'mariano.gonzalez' 'alejandro.sequeira' 'afelisatti' nan],['afelisatti' 'alejandro.sequeira'],2.0,3.0,0.0,5,0.0,0.8571428571428571,69.0,4.0,0.25,3.4,mule_ESB Lhotse 8
mule,ESB McKinley 1,2,13.0,13.0,2015-12-03 16:46:30.826000+00:00,2015-12-17 16:46:00+00:00,13.0,13.0,1.0,['afelisatti'],['rodrigo.merino' 'mariano.gonzalez' 'alejandro.sequeira' 'afelisatti' nan],5.0,0.0,4.0,1,1.3333333333333333,0.0,70.0,5.0,0.2,13.0,mule_ESB McKinley 1
mule,SDK McKinley 1,8,38.0,605.0,2015-12-14 14:33:15.994000+00:00,2016-01-04 14:33:00+00:00,38.0,20.0,0.0628099173553719,['esteban.wasinger' 'juan.desimoni' 'mariano.gonzalez'],['dfeist'],1.0,3.0,1.0,3,0.5,1.5,71.0,5.0,0.2,12.666666666666666,mule_SDK McKinley 1
mule,ESB McKinley 2,4,7.0,7.0,2015-12-17 17:18:04.086000+00:00,2016-01-07 17:18:00+00:00,8.0,20.0,1.0,['afelisatti' 'rodrigo.merino' 'gsfernandes'],['afelisatti'],1.0,2.0,0.0,3,0.0,1.0,72.0,3.0,0.3333333333333333,2.3333333333333335,mule_ESB McKinley 2
mule,SDK McKinley 2,6,15.0,18.0,2016-01-04 16:00:30.128000+00:00,2016-01-18 16:00:00+00:00,47.0,13.0,0.8333333333333334,['juan.desimoni' 'pablo.cabrera'],['esteban.wasinger' 'juan.desimoni' 'mariano.gonzalez'],3.0,1.0,2.0,2,0.8,0.4,73.0,4.0,0.25,7.5,mule_SDK McKinley 2
